StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q0b,Q1a,Q1b,Q1b_5_TEXT,Q1b_5_OTHER_CAT,Q1c,Q1c_4_TEXT,Q1c_4_OTHER_CAT,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q2_16,Q2_17,Q2_18,Q2_19,Q2_20,Q2_21,Q2_22,Q2_23,Q3a_1,Q3b,Q3c_1,Q3d,Q4a,Q4a_4_TEXT,Q4a_4_Category,Q4b,Q4b_4_TEXT,Q4b_4_Category,Q4c,Q5a,Q5a_7_TEXT,Q5b,Q5b_4_TEXT,Q5c,Q5d,Q5e,Q5f,Q6 - REDACTED,Q4b_4_TEXT - Topics
3/28/18 13:27,3/28/18 13:32,IP Address,100,334,TRUE,3/28/18 13:32,R_XMqdmPuKAhOtyYV,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,Other,"cost-effectiveness is about efficiency (not affordability). Other analysis techniques (e.g., budget impact analysis) are likely more appropriate to explore this question further.",Need special decision process given high budget impact,Other,"similar to C, but look at budget impact and based on those results determine what proportion should receive the drug and see if you can identify sub-populations that would benefit most.",(Other) Identify subpopulations that would benefit most,Like,Neutral,Dislike,Neutral,Neutral,Neutral,Dislike,Neutral,Neutral,Neutral,Dislike,Neutral,Neutral,Neutral,Dislike,Neutral,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Completely agree with the option I chose,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,Other,"100,000 per QALY. Embarassed to say I am not sure how that relates to GDP",2x GDP,"It is the convention in the literature.,It is approximately the true societal WTP.",,Societal WTP,High-income countries,Other,Research Manager / Research Staff,Male,,25-40,10-May,5+,High-income countries,,
3/30/18 17:35,3/30/18 17:44,IP Address,100,545,TRUE,3/30/18 17:44,R_xaukctmPlFNQUTv,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Other,Try to identify the subpopulation which can benefit the most from this new drug. ,(Other) Identify subpopulations that would benefit most,Like,Like,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Completely agree with the option I chose,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Completely agree with the option I chose,"1x GDP,3x GDP",,,It is the convention in the literature.,,Convention,Low- and middle-income countries,Professor,,Male,,25-40,10-May,5+,A combination of both,,
3/27/18 21:26,3/27/18 21:36,IP Address,100,567,TRUE,3/27/18 21:36,R_25TmWiXCMnUn319,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Other,Work to identify groups for whom the therapy represents better-than-average value and fund their treatment. ,(Other) Identify subpopulations that would benefit most,Like,Like,Like,Neutral,Like,Like,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,"1x GDP,3x GDP",,,It is the convention in the literature.,,Convention,High-income countries,PhD Student,,Male,,25-40,10-May,5-Mar,High-income countries,,
3/28/18 6:52,3/28/18 6:57,IP Address,100,325,TRUE,3/28/18 6:57,R_9ohT2qWEwtKvkQN,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,Other,$50-100 thousand cost/QALY thresholds are not an accurate means of assessing worth,Cost-effectiveness is incomplete information,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Neutral,Neutral,Dislike,Dislike,Neutral,Neutral,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,I have never contributed to a cost-effectiveness analysis.,,,,,,,Post-doc/Research scientist,,Female,,<25,<1,0,A combination of both,,
4/3/18 7:06,4/3/18 7:15,IP Address,100,531,TRUE,4/3/18 7:15,R_1qVEmJBjxu70B3y,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,Other,Decision in this case cannot be solely based on cost effectiveness when there is a substantial budget impact,Need special decision process given high budget impact,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Completely agree with the option I chose,Other,displacement threshold,Empirical,Other,Most logical,None/Other,High-income countries,Government,,Male,,40-60,10+,5+,High-income countries,,
4/30/18 10:23,4/30/18 10:32,IP Address,100,528,TRUE,4/30/18 10:32,R_2QsO9m27HyUuWjB,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,Other,"Drug X is cost-effective, but the budget impact is extremely high; policymakers should consider negotiating with the drug maker to bring the price down, considering the huge eligible population. Otherwise, policymakers should wait until there are more competitors or generics.",Negotiate prices or wait until generics (just add the waiting to the main categoriy),Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,Other,$100K/QALY,2x GDP,It is approximately the true societal WTP.,,Societal WTP,High-income countries,Professor,,Female,,40-60,10+,5+,High-income countries,,
3/28/18 10:40,3/28/18 11:12,IP Address,100,1911,TRUE,3/28/18 11:12,R_2aQUPSRQ8w3QQn7,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,Other,"Its unclear, because its not clear what the opportunity cost would be. If you fund this one drug which is cost effective but 20% of the budget, what would it be the opportunity cost?",Need special decision process given high budget impact,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,1x GDP,,,It is the convention in the literature.,,Convention,Low- and middle-income countries,PhD Student,,Male,,25-40,5-Jan,2-Jan,Low- and middle-income countries,,
3/27/18 13:01,3/27/18 13:13,IP Address,100,732,TRUE,3/27/18 13:13,R_12EHdqCB2DU4rDU,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Other,,,Like,Like,Like,Dislike,Like,Like,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,1x GDP,,,"It is the convention in the literature.,It is approximately the true societal WTP.",,Societal WTP,Low- and middle-income countries,Post-doc/Research scientist,,Female,,25-40,10+,5+,Low- and middle-income countries,,
3/27/18 13:20,3/27/18 13:24,IP Address,100,257,TRUE,3/27/18 13:24,R_2VaS3SL8eqNio1e,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Like,Like,Like,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,"1x GDP,3x GDP",,,It is the convention in the literature.,,Convention,Low- and middle-income countries,PhD Student,,Female,,25-40,5-Jan,5-Mar,A combination of both,,
3/27/18 13:21,3/27/18 13:24,IP Address,100,231,TRUE,3/27/18 13:25,R_3OcQjOc9aiGibTj,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Fund Drug X for all eligible patients.,,,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Like,Neutral,Neutral,Like,Dislike,Neutral,Like,Like,Neutral,Neutral,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Completely agree with the option I chose,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,I have never contributed to a cost-effectiveness analysis.,,,,,,,Professor,,Female,,40-60,<1,0,High-income countries,,
3/27/18 13:39,3/27/18 13:42,IP Address,100,167,TRUE,3/27/18 13:42,R_2v0rINOho7A2jnW,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Neutral,Neutral,Neutral,Like,Neutral,Dislike,Dislike,Like,Dislike,Dislike,Dislike,Neutral,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Completely agree with the option I chose,1x GDP,,,It is approximately the true WTP according to the current budget.,,Budget WTP,High-income countries,Professor,,Male,,25-40,10-May,5-Mar,High-income countries,,
3/27/18 13:38,3/27/18 13:43,IP Address,100,319,TRUE,3/27/18 13:43,R_s4GxFw0SRIP7p9n,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Completely agree with the option I chose,1x GDP,,,"It is the convention in the literature.,It is approximately the true societal WTP.",,Societal WTP,High-income countries,Master's Student,,Female,,25-40,5-Jan,2-Jan,High-income countries,,
3/27/18 13:44,3/27/18 13:49,IP Address,100,286,TRUE,3/27/18 13:49,R_3z0732S1W2bGM25,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Like,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,1x GDP,,,It is the convention in the literature.,,Convention,High-income countries,Master's Student,,Male,,25-40,5-Jan,2-Jan,A combination of both,,
3/27/18 13:49,3/27/18 13:50,IP Address,100,91,TRUE,3/27/18 13:50,R_3kbuLtIr5Dja3bf,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Fund Drug X for all eligible patients.,,,Like,Like,Like,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,1x GDP,,,It is the convention in the literature.,,Convention,High-income countries,Master's Student,,Male,,25-40,5-Jan,2-Jan,High-income countries,,
3/27/18 13:46,3/27/18 13:54,IP Address,100,483,TRUE,3/27/18 13:54,R_1psxL2o8F1BufpD,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Like,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,I have never contributed to a cost-effectiveness analysis.,,,,,,,PhD Student,,Male,,25-40,<1,0,,,
3/27/18 13:53,3/27/18 13:58,IP Address,100,305,TRUE,3/27/18 13:58,R_D0HmnRKs0dMiiu5,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,Other,NICE Recommendation,Institutional,It is the convention in the literature.,,Convention,High-income countries,PhD Student,,Male,,<25,<1,2-Jan,High-income countries,,
3/27/18 13:51,3/27/18 14:03,IP Address,100,719,TRUE,3/27/18 14:03,R_3KTHcWOlpGqd4jj,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Neutral,Dislike,Like,Like,Neutral,Dislike,Neutral,Neutral,Dislike,Dislike,Neutral,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt nearly equal about both answer choices,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,3x GDP,,,"It is the convention in the literature.,It is approximately the true societal WTP.",,Societal WTP,High-income countries,Professor,,Male,,25-40,10-May,5+,High-income countries,,
3/27/18 14:00,3/27/18 14:10,IP Address,100,590,TRUE,3/27/18 14:10,R_1otiGNdc0MQgtbH,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Only fund Drug X for half of the eligible population (chosen at random) to reduce budget impact concerns.,,,Like,Like,Like,Like,Like,Like,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt nearly equal about both answer choices,I have never contributed to a cost-effectiveness analysis.,,,,,,,PhD Student,,Non-binary,,25-40,<1,0,A combination of both,,
3/27/18 13:54,3/27/18 14:17,IP Address,100,1338,TRUE,3/27/18 14:17,R_6nwfFVRw5kKqwgN,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Like,Dislike,Like,Neutral,Neutral,Dislike,Neutral,Neutral,Dislike,Dislike,Neutral,Neutral,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,Other,100-150k,"2X GDP, 3X GDP","It is the convention in the literature.,It is approximately the true societal WTP.",,Societal WTP,High-income countries,Professor,,Female,,25-40,10+,5+,High-income countries,,
3/27/18 14:22,3/27/18 14:27,IP Address,100,303,TRUE,3/27/18 14:27,R_20YW0YUzgm9Iu5x,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Only fund Drug X for half of the eligible population (chosen at random) to reduce budget impact concerns.,,,Like,Like,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Dislike,Dislike,Neutral,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,I have never contributed to a cost-effectiveness analysis.,,,,,,,PhD Student,,Female,,25-40,5-Jan,0,High-income countries,,
3/27/18 14:26,3/27/18 14:32,IP Address,100,382,TRUE,3/27/18 14:32,R_3nqGTWXPQZsVVIF,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Fund Drug X for all eligible patients.,,,Like,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,I have never contributed to a cost-effectiveness analysis.,,,,,,,Other,,Female,,25-40,5-Jan,2-Jan,High-income countries,,
3/27/18 14:32,3/27/18 14:41,IP Address,100,517,TRUE,3/27/18 14:41,R_02sxYA3CRtvq46t,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Like,Like,Like,Like,Like,Like,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,Other,$50K-$100K,"1x GDP, 2x GDP",It is the convention in the literature.,,Convention,High-income countries,Professor,,Female,,40-60,10+,5+,High-income countries,,
3/27/18 14:52,3/27/18 14:59,IP Address,100,425,TRUE,3/27/18 14:59,R_3flUhLoRcjDHxRJ,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Fund Drug X for all eligible patients.,,,Like,Like,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt nearly equal about both answer choices,3x GDP,,,It is the convention in the literature.,,Convention,Low- and middle-income countries,Post-doc/Research scientist,,Male,,25-40,5-Jan,5-Mar,Low- and middle-income countries,,
3/27/18 14:48,3/27/18 14:59,IP Address,100,682,TRUE,3/27/18 14:59,R_1M0P4V6tnPfc9DR,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Like,Neutral,Like,Like,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,"1x GDP,3x GDP",,,It is the convention in the literature.,,Convention,Low- and middle-income countries,Professor,,Male,,25-40,5-Jan,2-Jan,Low- and middle-income countries,,
3/27/18 15:01,3/27/18 15:06,IP Address,100,316,TRUE,3/27/18 15:06,R_8AHOhuCTKV0IlDr,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Like,Like,Like,Like,Like,Like,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Completely agree with the option I chose,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Completely agree with the option I chose,I have never contributed to a cost-effectiveness analysis.,,,,,,,Professor,,Male,,40-60,5-Jan,0,High-income countries,,
3/27/18 14:39,3/27/18 16:07,IP Address,100,5272,TRUE,3/27/18 16:07,R_xDvOxhRdBnXqPAt,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Like,Like,Like,Like,Like,Like,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,"1x GDP,3x GDP",,,It is the convention in the literature.,,Convention,Low- and middle-income countries,Other,Senior Lecturer,Male,,25-40,5-Jan,2-Jan,Low- and middle-income countries,,
3/27/18 16:09,3/27/18 16:18,IP Address,100,545,TRUE,3/27/18 16:18,R_D6KN5P6CGnvTq8N,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,Other, published guidelines nice uk,Institutional,It is the convention in the literature.,,Convention,High-income countries,Industry,,Female,,25-40,5-Jan,2-Jan,High-income countries,,
3/27/18 17:02,3/27/18 17:08,IP Address,100,372,TRUE,3/27/18 17:08,R_3m1YpGt6N3U4jKE,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Only fund Drug X for half of the eligible population (chosen at random) to reduce budget impact concerns.,,,Like,Like,Like,Neutral,Like,Like,Neutral,Dislike,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,I have never contributed to a cost-effectiveness analysis.,,,,,,,PhD Student,,Female,,25-40,<1,0,High-income countries,,
3/27/18 17:03,3/27/18 17:12,IP Address,100,530,TRUE,3/27/18 17:12,R_4IuoRVt8ZdlhBXr,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,1x GDP,,,It is approximately the true societal WTP.,,Societal WTP,High-income countries,Post-doc/Research scientist,,Female,,25-40,10-May,5+,A combination of both,,
3/27/18 20:34,3/27/18 20:44,IP Address,100,602,TRUE,3/27/18 20:44,R_0iTomZU9DeSOKqd,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Like,Like,Like,Like,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt nearly equal about both answer choices,"1x GDP,3x GDP",,,It is the convention in the literature.,,Convention,High-income countries,PhD Student,,Male,,25-40,<1,2-Jan,A combination of both,,
